SIGUMGO_ORG_C	ICH_SIGUMGO_GUN_GU_C	ICH_SIGUMGO_HOIKYE_C	SIGUMGO_AC_B	SIGUMGO_AC_SER	SIGUMGO_HOIKYE_YR	MNG_NO	TRXDT	TRXNO	IPJI_G	SIGUMGO_TRX_G	SIGUMGO_SUNP_TRX_G	SIGUMGO_IP_TRX_G	SIGUMGO_JI_TRX_G	SIGUMGO_TRX_G1	SIGUMGO_TRX_G2	SIGUMGO_TRX_G3	SIGUMGO_TRX_G4	NEW_GU_YR_G	SUNP_ICH_SIGUMGO_GUN_GU_C	ICH_SIGUMGO_DONG_DEPT_C	SUNP_SIGUMGO_HOIKYE_SMOK_C	CMMT_CTNT	ETC_CTNT	GISDT	GJDT	CRT_CAN_G	TRXBRNO	PMNY_DOC_K	DOC_NO1	DOC_NO2	JI_ORDR_DOC_STT_NO	JI_ORDR_DOC_END_NO	GDSN_K	GDSN_NO	TRAMT	SUNP_CNT	SUNP_AMT	MTAX_CNT	MTAX_AMT	TAX_OI_SUIP_CNT	TAX_OI_SUIP_AMT	OCR_G	OCR_CNT	OCR_AMT	EDTAX_AMT	NTTAX_AMT	LINKAC_KWA_C	LINK_ACSER	LINKAC_TRX_DT	LINKAC_TRX_NO	LINKAC_JAN	IMMD_PROC_DSYN	LST_CDT	LST_CHG_TIME	LST_CHG_SCR_ID	LST_CHG_BRNO	LST_CHG_HWNNO	DR_CHGR_KEYNO	DR_CHGR_HWNNO	CHG_RSN	SIGUMGO_TAX_IP_MNG_NO	FIL_DT1	FIL_DT2	FIL_DT3	FIL_DT4	FIL_DT5	FIL_18_AMT1	FIL_18_AMT2	FIL_18_AMT3	FIL_18_AMT4	FIL_18_AMT5	FIL_2_NO1	FIL_2_NO2	FIL_2_NO3	FIL_2_NO4	FIL_2_NO5	FIL_3_CNT1	FIL_3_CNT2	FIL_3_CNT3	FIL_3_CNT4	FIL_3_CNT5	SIGUMGO_SL_BMK_C	HNDO_TRX_YN	HDTRX_SNO	HNDO_RTRN_K	RTRN_PROC_YN	TRXAF_HNDO_JAN	RPT_SYS_SND_DSYN	RPT_SYS_SND_YN	RPT_SYS_SND_DT	RPT_SYS_SND_TIME	RPT_SYS_SND_CNT	TA_ORG_SND_DSYN	TA_ORG_SND_YN	TA_ORG_SND_DT	TA_ORG_SND_TIME	TA_ORG_SND_CNT	FIL_YN1	FIL_YN2	FIL_YN3	FIL_YN4	FIL_YN5	FIL_YN6	FIL_YN7	FIL_YN8	FIL_YN9	FIL_YN10	FIL_DT6	FIL_DT7	FIL_DT8	FIL_DT9	FIL_DT10	FIL_5_CNT1	FIL_5_CNT2	FIL_5_CNT3	FIL_5_CNT4	FIL_5_CNT5	FIL_10_NO1	FIL_10_NO2	FIL_10_NO3	FIL_10_NO4	FIL_10_NO5	FIL_10_NO6	FIL_10_NO7	FIL_10_NO8	FIL_10_NO9	FIL_10_NO10	FIL_100_CTNT1	FIL_100_CTNT2	FIL_100_CTNT3	FIL_100_CTNT4	FIL_100_CTNT5	SND_DR_DTTM	DROKJA_ID	UPD_DTTM	MODR_ID
28	0	24	25	1	9999	1	20231129	2029912	2	80	0	0	0	0	0	0	0	1	0	0	0	02-04097596		20231129	20231129	0	7311	0					0	0	10	0	0	0	0	0	0	0	0	0	0	0	160	75274	20231129	2029912	0	0	20231129	154646	0007010000	7311	14603616					20231129	155005			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	A0					0	0	0	0	0	0	0	80509	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800024250000199				
28	140	1	10	0	2023	1	20231129	31843	2	67	0	0	92	0	0	0	0	1	0	0	0	2023년 11월 공공체육시설 전기요금 납부		20231129	20231129	0	7172	0			498	8446	0	0	545370	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	31843	0	0	20231129	161556	0073370001	7172	68				02814001250014723	20231129	162016				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	27599	0	0	1196945150	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	42248	0	0	0	0	0	0	0					02814001100000023				
28	200	1	10	0	2023	1	20231129	51738	2	67	0	0	90	0	0	0	0	1	0	0	0	2023년 꽃 양묘장 운영인부 건강·장기요양		20231129	20231129	0	7169	0			16066	35516	0	0	599820	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51738	0	0	20231129	161746	0073370001	7169	68					20231129	162016			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3804024197	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73270	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	1	10	0	2023	1	20231129	51740	2	67	0	0	90	0	0	0	0	1	0	0	0	2023년 학교숲코디네이터 건강, 장기요양보		20231129	20231129	0	7169	0			16064	35514	0	0	192840	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51740	0	0	20231129	161747	0073370001	7169	68					20231129	162016			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3804024197	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73272	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	1	10	0	2023	1	20231129	51741	2	67	0	0	90	0	0	0	0	1	0	0	0	모빌리티 정원 및 그늘목 쉼터 조성공사(전		20231129	20231129	0	7169	0			16087	35541	0	0	45836780	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51741	0	0	20231129	161748	0073370001	7169	68					20231129	162016			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3804024197	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73273	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	1	25	54	2023	1	20231129	51742	2	67	0	0	92	0	0	0	0	1	0	0	0	2023년 11월 전통시장 공중화장실 비상벨		20231129	20231129	0	7169	0			328	15544	0	0	28600	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51742	0	0	20231129	161748	0073370001	7169	68				02820001100000023	20231129	162016			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	362	0	0	42005950	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001250005423				
28	200	1	10	0	2023	1	20231129	51742	2	67	0	0	92	0	0	0	0	1	0	0	0	2023년 11월 전통시장 공중화장실 비상벨		20231129	20231129	0	7169	0			328	15544	0	0	28600	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	51742	0	0	20231129	161748	0073370001	7169	68				02820001250005423	20231129	162016				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	55502	0	0	3803995597	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	73274	0	0	0	0	0	0	0					02820001100000023				
28	140	1	10	0	2023	1	20231129	31830	2	67	0	0	92	0	0	0	0	1	0	0	0	경조사비 지출(부구청장)		20231129	20231129	0	7172	0			957	8455	0	0	100000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	31830	0	0	20231129	154803	0073370001	7172	68				02814001250010523	20231129	155006				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	27588	0	0	1199305320	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	42235	0	0	0	0	0	0	0					02814001100000023				
28	140	1	10	0	2023	1	20231129	31832	2	67	0	0	90	0	0	0	0	1	0	0	0	금창동 도시재생 집수리 지원사업 점검단		20231129	20231129	0	7172	0			13389	22717	0	0	5189280	0	0	0	0	0	0	0	0	0	0	0	160	135942	20231129	31832	0	0	20231129	154840	0073370001	7172	68					20231129	155007			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	1199205320	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	42237	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02814001100000023				
110	0	80	90	17	2023	1	20231129	3797	2	67	0	0	0	0	0	0	0	1	0	0	0	지출원자금배정		20231129	20231129	0	7081	0					0	1	8503680	0	0	0	0	0	0	0	0	0	0	0	160	112986	20231129	3797	0	0	20231129	154846	0072950000	7081	06606970					20231129	155007			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	A0					0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				11000080900001723				
110	0	80	90	17	2023	1	20231129	3798	2	61	0	0	1	0	0	0	0	1	0	0	0	남산면자금배정		20231129	20231129	0	7081	0	1				0	0	5390000	0	0	0	0	0	0	0	0	0	0	0	160	112986	20231129	3798	0	0	20231129	154920	0072950000	7081	06606970					20231129	155007			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	A0					0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				11000080900001723				
28	0	24	25	1	9999	1	20231129	2029915	2	80	0	0	0	0	0	0	0	1	0	0	0	02-04097599		20231129	20231129	0	7132	0					0	0	19	0	0	0	0	0	0	0	0	0	0	0	160	75274	20231129	2029915	0	0	20231129	155027	0007010000	7132	13606107					20231129	160005			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	A0					0	0	0	0	0	0	0	80512	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800024250000199				
28	110	1	21	0	2023	1	20231129	43624	2	67	0	0	91	0	0	0	0	1	0	0	0	2023년도 코로나19 예방접종 시행비 지급(		20231129	20231129	0	7132	0			2639	32314	0	0	33003630	0	0	0	0	0	0	0	0	0	0	0	160	135967	20231129	43624	0	0	20231129	155049	0073370001	7132	68				02811001100000023	20231129	160006			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	5284	0	0	585180	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	5284	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02811001210000023				
28	110	1	10	0	2023	1	20231129	43624	2	67	0	0	91	0	0	0	0	1	0	0	0	2023년도 코로나19 예방접종 시행비 지급(		20231129	20231129	0	7132	0			2639	32314	0	0	33003630	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	43624	0	0	20231129	155049	0073370001	7132	68				02811001210000023	20231129	160006				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	33513	0	0	1128542829	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	56063	0	0	0	0	0	0	0					02811001100000023				
28	200	1	10	0	2023	1	20231129	51759	2	67	0	0	90	0	0	0	0	1	0	0	0	남동구 보훈회관 2023년도 전기안전관리 대		20231129	20231129	0	7169	0			16082	35536	0	0	135000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51759	0	0	20231129	161800	0073370001	7169	68					20231129	162018			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3812693927	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73295	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	30	20	0	2023	1	20231129	14938	2	67	0	0	0	0	0	0	0	1	0	0	0	불법 주정차 CCTV 전기요금 지출(11월 청구		20231129	20231129	0	7169	0			850	850	0	0	2891110	0	0	0	0	0	0	0	0	0	0	0	160	108070	20231129	14938	0	0	20231129	161800	0073370001	7169	68					20231129	162018			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	951	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820030200000023				
28	200	1	10	0	2023	1	20231129	51760	2	67	0	0	90	0	0	0	0	1	0	0	0	남동구 보훈회관 2023년도 승강기 점검관리		20231129	20231129	0	7169	0			16083	35537	0	0	126000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51760	0	0	20231129	161800	0073370001	7169	68					20231129	162018			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3812693927	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73296	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	1	25	54	2023	1	20231129	51761	2	67	0	0	92	0	0	0	0	1	0	0	0	2023년 11월분 전통시장 공중화장실 전기요		20231129	20231129	0	7169	0			329	15545	0	0	694940	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51761	0	0	20231129	161803	0073370001	7169	68				02820001100000023	20231129	162018			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	364	0	0	40787750	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001250005423				
28	200	1	10	0	2023	1	20231129	51761	2	67	0	0	92	0	0	0	0	1	0	0	0	2023년 11월분 전통시장 공중화장실 전기요		20231129	20231129	0	7169	0			329	15545	0	0	694940	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	51761	0	0	20231129	161803	0073370001	7169	68				02820001250005423	20231129	162018				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	55522	0	0	3815893987	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	73300	0	0	0	0	0	0	0					02820001100000023				
28	200	1	10	0	2023	1	20231129	51763	2	67	0	0	90	0	0	0	0	1	0	0	0	2023년 4분기 아이돌봄 지원사업 보조금(예		20231129	20231129	0	7169	0			16073	35523	0	0	300000000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51763	0	0	20231129	161803	0073370001	7169	68					20231129	162018			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3815879137	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73302	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	1	10	0	2023	1	20231201	52016	2	67	0	0	90	0	0	0	0	0	0	0	0	2023년 12월분 시간선택제임기제(청년미디		20231201	20231201	0	7169	0			16168	35693	0	0	43750	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231201	52016	128104107583	0	20231201	100649	0073370001	7169	68					20231201	101008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3709293167	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73627	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023			20231212144525	NS6201_20231201.dat
28	200	1	10	0	2023	1	20231201	52017	2	67	0	0	90	0	0	0	0	0	0	0	0	2023년 12월분 시간선택제임기제(청년미디		20231201	20231201	0	7169	0			16167	35692	0	0	140000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231201	52017	128103967583	0	20231201	100652	0073370001	7169	68					20231201	101008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3709555667	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73629	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023			20231212144525	NS6201_20231201.dat
28	200	1	10	0	2023	1	20231201	52018	2	67	0	0	90	0	0	0	0	0	0	0	0	2023년 12월분 시간선택제임기제(사회적경		20231201	20231201	0	7169	0			16162	35687	0	0	43750	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231201	52018	128103923833	0	20231201	100653	0073370001	7169	68					20231201	101008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3710474387	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73631	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023			20231212144525	NS6201_20231201.dat
28	200	1	10	0	2023	1	20231129	51788	2	67	0	0	90	0	0	0	0	1	0	0	0	2023년 장애인전용 주차구역 위반관리 시스		20231129	20231129	0	7169	0			16080	35534	0	0	422000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51788	0	0	20231129	161821	0073370001	7169	68					20231129	162022			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3824022227	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73336	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	200	30	20	0	2023	1	20231129	14941	2	67	0	0	0	0	0	0	0	1	0	0	0	만수동 57-5번지, 57-6번지 건축물 철거 해		20231129	20231129	0	7169	0			849	849	0	0	6175000	0	0	0	0	0	0	0	0	0	0	0	160	108070	20231129	14941	0	0	20231129	161821	0073370001	7169	68					20231129	162022			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	954	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820030200000023				
28	200	1	10	0	2023	1	20231129	51790	2	67	0	0	90	0	0	0	0	1	0	0	0	2023년 생활폐기물 수집운반 대행업체 평가		20231129	20231129	0	7169	0			16086	35540	0	0	18960000	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51790	0	0	20231129	161821	0073370001	7169	68					20231129	162022			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3824022227	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73338	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	0	80	90	18	9999	1	20231129	27	2	67	0	0	0	0	0	0	0	1	0	0	0	2023년 도시철도사업특별회계 전출금(수도		20231129	20231129	0	7127	0			4	365	0	0	2180000000	0	0	0	0	0	0	0	0	0	0	0	160	132597	20231129	27	0	0	20231129	161925	0073370001	7127	68					20231129	162022			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800080900001899				
28	200	1	10	0	2023	1	20231129	51791	2	67	0	0	90	0	0	0	0	1	0	0	0	전기 요금(11월) 납부(세대통합형 복합시설		20231129	20231129	0	7169	0			16053	35483	0	0	3271020	0	0	0	0	0	0	0	0	0	0	0	160	135935	20231129	51791	0	0	20231129	161930	0073370001	7169	68					20231129	162022			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	3824022227	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	73339	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02820001100000023				
28	170	1	10	0	2023	1	20231129	56425	2	67	0	0	90	0	0	0	0	1	0	0	0	문화콘텐츠산업지원센터 시설물 수리 및 교		20231129	20231129	0	7128	0			28025	47825	0	0	550000	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56425	0	0	20231129	163751	0073370001	7128	68					20231129	164024			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	671646521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78041	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56426	2	67	0	0	90	0	0	0	0	1	0	0	0	문학산 잔디광장(반려동물 놀이터) 전기요		20231129	20231129	0	7128	0			28037	47837	0	0	119990	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56426	0	0	20231129	163753	0073370001	7128	68					20231129	164024			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	671646521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78042	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56427	2	67	0	0	90	0	0	0	0	1	0	0	0	2023. 11월 공무직(환경공무관) 후생자금		20231129	20231129	0	7128	0			28035	47835	0	0	1000000	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56427	0	0	20231129	163754	0073370001	7128	68					20231129	164024			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	671646521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78043	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56428	2	67	0	0	90	0	0	0	0	1	0	0	0	노면진공흡입차량 경유비 지출(91다0602)		20231129	20231129	0	7128	0			28040	47840	0	0	153150	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56428	0	0	20231129	163755	0073370001	7128	68					20231129	164024			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	671646521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78044	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	110	75	10	3	2023	1	20231129	737	2	61	0	0	1	0	0	0	0	1	0	0	0			20231129	20231129	0	7132	0			11290001	1129100001	0	0	23382920	0	0	0	0	0	0	0	0	0	0	0	160	104676	20231129	737	0	0	20231129	163800	0073370001	7132	68					20231129	164025			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02811075100000323				
28	170	1	10	0	2023	1	20231129	56429	2	67	0	0	90	0	0	0	0	1	0	0	0	백운펌프장 주펌프 토출관 정비 작업비용		20231129	20231129	0	7128	0			28026	47826	0	0	1950000	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56429	0	0	20231129	163802	0073370001	7128	68					20231129	164025			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	673806521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78048	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56430	2	67	0	0	90	0	0	0	0	1	0	0	0	산불예방 현수막 및 어깨띠 구입		20231129	20231129	0	7128	0			28043	47843	0	0	261800	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56430	0	0	20231129	163803	0073370001	7128	68					20231129	164025			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	673806521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78049	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	110	1	24	7	2023	1	20231129	43661	2	67	0	0	91	0	0	0	0	1	0	0	0	2023년 청사 전기설비 안전관리대행 용역		20231129	20231129	0	7132	0			505	32321	0	0	198000	0	0	0	0	0	0	0	0	0	0	0	160	135967	20231129	43661	0	0	20231129	163804	0073370001	7132	68				02811001100000023	20231129	164025			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	1032	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02811001240000723				
28	185	1	10	0	2023	1	20231201	40073	2	67	0	0	92	0	0	0	0	0	0	0	0	10월 출장여비		20231201	20231201	0	7168	0			467	11221	0	0	410000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40073	109380885161	0	20231201	132004	0073370001	7168	68				02818501250001623	20231201	133003				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46311	0	0	3576174611	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59673	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	185	1	10	0	2023	1	20231201	40074	2	67	0	0	92	0	0	0	0	0	0	0	0	유통업관련 출장여비(9월)		20231201	20231201	0	7168	0			466	11220	0	0	60000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40074	109380825161	0	20231201	132007	0073370001	7168	68				02818501250001623	20231201	133004				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46312	0	0	3576114611	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59674	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	185	1	10	0	2023	1	20231201	40075	2	67	0	0	91	0	0	0	0	0	0	0	0	2023년 11월분 전기요금 납부		20231201	20231201	0	7168	0			334	29917	0	0	1688650	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40075	109379136511	0	20231201	134009	0073370001	7168	68				02818501240000623	20231201	135005				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46314	0	0	3575085961	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59676	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	245	1	24	2	2023	1	20231129	34907	2	67	0	0	91	0	0	0	0	1	0	0	0	승강기 안전검사 수수료 지급		20231129	20231129	0	1770	0			336	23156	0	0	131560	0	0	0	0	0	0	0	0	0	0	0	160	135980	20231129	34907	0	0	20231129	163557	0073370001	1770	68				02824501100000023	20231129	164020			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	845	0	0	316230	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	845	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02824501240000223				
28	245	1	10	0	2023	1	20231129	34907	2	67	0	0	91	0	0	0	0	1	0	0	0	승강기 안전검사 수수료 지급		20231129	20231129	0	1770	0			336	23156	0	0	131560	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	34907	0	0	20231129	163557	0073370001	1770	68				02824501240000223	20231129	164020				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	30591	0	0	2318295282	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	45435	0	0	0	0	0	0	0					02824501100000023				
28	245	1	24	2	2023	1	20231129	34908	2	67	0	0	91	0	0	0	0	1	0	0	0	통장 모집에 따른 면접 심사위원과의 간담		20231129	20231129	0	1770	0			335	23152	0	0	46000	0	0	0	0	0	0	0	0	0	0	0	160	135980	20231129	34908	0	0	20231129	163557	0073370001	1770	68				02824501100000023	20231129	164020			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	846	0	0	270230	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	846	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02824501240000223				
