IC61211120250730000000000000932                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62867271055030주택정책과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0010본청                                                                                                                                                                                                                                                                                                        1014도시계획국                                                                                                                                                                                                                                                                                                                                                     
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35105744003010미추홀구재무과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      4170미추홀구-관서                                                                                                                                                                                                                                                                                               4003미추홀구-재배정                                                                                                                                                                                                                                                                                                                                                
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35105474003030미추홀구건설과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      4170미추홀구-관서                                                                                                                                                                                                                                                                                               4003미추홀구-재배정                                                                                                                                                                                                                                                                                                                                                
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35105574003050미추홀구교통정책과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  4170미추홀구-관서                                                                                                                                                                                                                                                                                               4003미추홀구-재배정                                                                                                                                                                                                                                                                                                                                                
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35201094004030연수구건설과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        4185연수구-관서                                                                                                                                                                                                                                                                                                 4004연수구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62867601016001도시브랜드담당관                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0010본청                                                                                                                                                                                                                                                                                                        1022도시브랜드담당관                                                                                                                                                                                                                                                                                                                                               
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35600054008010서구재무과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          4260서구-관서                                                                                                                                                                                                                                                                                                   4008서구-재배정                                                                                                                                                                                                                                                                                                                                                    
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62802521105050여성복지관                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0071여성복지관                                                                                                                                                                                                                                                                                                  1105사업소                                                                                                                                                                                                                                                                                                                                                         
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62808091105060여성의광장                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0072여성의광장                                                                                                                                                                                                                                                                                                  1105사업소                                                                                                                                                                                                                                                                                                                                                         
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35105414003061미추홀구민원여권과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  4170미추홀구-관서                                                                                                                                                                                                                                                                                               4003미추홀구-재배정                                                                                                                                                                                                                                                                                                                                                
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62860881105210수산자원연구소                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      0082수산자원연구소                                                                                                                                                                                                                                                                                              1105사업소                                                                                                                                                                                                                                                                                                                                                         
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35400704006068부평구보건행정과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    4237부평구-관서                                                                                                                                                                                                                                                                                                 4006부평구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62863882060070경제자유구역청 서비스산업유치과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     0040경제자유구역청                                                                                                                                                                                                                                                                                              2060경제자유구역청                                                                                                                                                                                                                                                                                                                                                 
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62861762060130경제자유구역청 송도기반과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0040경제자유구역청                                                                                                                                                                                                                                                                                              2060경제자유구역청                                                                                                                                                                                                                                                                                                                                                 
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62861802060150경제자유구역청 영종관리과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0040경제자유구역청                                                                                                                                                                                                                                                                                              2060경제자유구역청                                                                                                                                                                                                                                                                                                                                                 
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62861812060160경제자유구역청 청라관리과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           0040경제자유구역청                                                                                                                                                                                                                                                                                              2060경제자유구역청                                                                                                                                                                                                                                                                                                                                                 
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35401374006061부평구하나로민원과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  4237부평구-관서                                                                                                                                                                                                                                                                                                 4006부평구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35201234004062연수구안전관리과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    4185연수구-관서                                                                                                                                                                                                                                                                                                 4004연수구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62800021081001행정부시장                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0010본청                                                                                                                                                                                                                                                                                                        1081행정부시장                                                                                                                                                                                                                                                                                                                                                     
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35300904005083남동구감사실                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        4200남동구-관서                                                                                                                                                                                                                                                                                                 4005남동구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35401334006064부평구감사관                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        4237부평구-관서                                                                                                                                                                                                                                                                                                 4006부평구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35105684003070미추홀구평생학습과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  4170미추홀구-관서                                                                                                                                                                                                                                                                                               4003미추홀구-재배정                                                                                                                                                                                                                                                                                                                                                
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          62867542060182경제자유구역청 중대재해관리단                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       0040경제자유구역청                                                                                                                                                                                                                                                                                              2060경제자유구역청                                                                                                                                                                                                                                                                                                                                                 
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35202204004069연수구도시주택과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    4185연수구-관서                                                                                                                                                                                                                                                                                                 4004연수구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35501374007063계양구도시재생과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    4245계양구-관서                                                                                                                                                                                                                                                                                                 4007계양구-재배정                                                                                                                                                                                                                                                                                                                                                  
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          34902214001061중구도시항만개발과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  4110중구-관서                                                                                                                                                                                                                                                                                                   4001중구-재배정                                                                                                                                                                                                                                                                                                                                                    
IC6121226280000인천광역시                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          35302224005090남동구도시재생과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    4200남동구-관서                                                                                                                                                                                                                                                                                                 4005남동구-재배정                                                                                                                                                                                                                                                                                                                                                  
